Filename,gender,grade,race_ethnicity,num_words3,SES,prompt,Overall,Cohesion,Syntax,Vocabulary,Phraseology,Grammar,Conventions,Inflected_Tokens,Derivational_Tokens,Tokens_w_Prefixes,Tokens_w_Affixes,Compounds,number_prefixes_per_cw,number_roots_per_cw,number_suffixes_per_cw,number_affixes_per_cw,num_morphemes_per_lemma,num_morphemes_per_cw,prefix_family_size_per_cw,root_family_size_per_cw,suffix_family_size_per_cw,affix_family_size_per_cw,perc_more_freq_words_morpho_family_prefix_per_cw,prefix_freq_per_cw,prefix_log_freq_per_cw,perc_more_freq_words_morpho_family_root,root_freq,root_log_freq,perc_more_freq_words_morpho_family_suffix_per_cw,suffix_freq_per_cw,suffix_log_freq_per_cw,perc_more_freq_words_morpho_family_affix_per_cw,affix_freq_per_cw,affix_log_freq_per_cw,prefix_in_hapax_per_cw,hapax_in_prefix_per_cw,suffix_in_hapax_per_cw,hapax_in_suffix_per_cw,affix_in_hapax_per_cw,hapax_in_affix_per_cw,prefix_len_per_cw,suffix_len_per_cw,affix_len_per_cw,mean_subset_inflectional_variety_10,inflectional_TTR_10,inflectional_MCI_10,mean_subset_derivational_variety_10,derivational_TTR_10,derivational_MCI_10
2021002627,Male,8,Hispanic/Latino,181,Economically disadvantaged,Cell phones at school,3,3,2.5,3,2.5,3,2.5,0.25,0.144736842,0.039473684,0.118421053,0.013157895,0.039473684,0.960526316,0.131578947,0.171052632,1.131578947,1.381578947,7.026315789,19.75,102.8552632,109.8815789,0.254237288,37707.48684,0.234458329,1.129043874,433856.4737,5.159647006,0.406447718,302523.9868,0.826624922,0.660685006,340231.4737,1.061083252,9.38E-07,7.32E-05,1.66E-06,0.00069113,2.60E-06,0.000764308,0.118421053,0.381578947,0.5,2.25,0.125,-0.46875,1.375,0.6875,-0.203125
2021002805,Female,8,Hispanic/Latino,177,Economically disadvantaged,Cell phones at school,3,2.5,2.5,3,3,2.5,2,0.357142857,0.1,0.014285714,0.085714286,0,0.014285714,0.871428571,0.085714286,0.1,0.971428571,1.328571429,3.928571429,14.74285714,129.2857143,133.2142857,0,7991.871429,0.082110665,1.19047619,281443.3714,4.61848539,0.083879751,241444.7143,0.548455876,0.083879751,249436.5857,0.630566541,6.64E-07,5.74E-05,2.20E-06,0.001244731,2.86E-06,0.001302112,0.028571429,0.2,0.228571429,2.857142857,0.185714286,-0.448979592,0.857142857,0.642857143,-0.306122449
2021003071,Female,8,Hispanic/Latino,211,Economically disadvantaged,Cell phones at school,2.5,2.5,2.5,2.5,3,2,3,0.237288136,0.152542373,0,0.152542373,0.016949153,0,0.983050847,0.169491525,0.169491525,1.152542373,1.389830508,0,16.77966102,129.0169492,129.0169492,0,0,0,2.057161848,412243.1695,5.260288189,0.584756797,322923.0339,1.041171725,0.584756797,322923.0339,1.041171725,0,0,4.25E-06,0.001128547,4.25E-06,0.001128547,0,0.474576271,0.474576271,2.333333333,0.133333333,-0.444444444,1.5,0.777777778,-0.25
2021003119,Female,8,Hispanic/Latino,137,Economically disadvantaged,Cell phones at school,3,2,2.5,2.5,3,2.5,3,0.24137931,0.206896552,0,0.206896552,0,0,0.982758621,0.24137931,0.24137931,1.224137931,1.465517241,0,18.29310345,208.2931034,208.2931034,0,0,0,1.015048032,373301.9483,5.296807803,0.725240497,578846.8621,1.494172745,0.725240497,578846.8621,1.494172745,0,0,2.81E-06,0.001273193,2.81E-06,0.001273193,0,0.620689655,0.620689655,2,0.104166667,-0.666666667,2,0.875,0.333333333
2021003518,Female,8,Hispanic/Latino,371,Economically disadvantaged,Cell phones at school,3.5,3.5,3,3,3.5,3.5,3,0.346153846,0.121794872,0,0.121794872,0.012820513,0,0.955128205,0.121794872,0.121794872,1.076923077,1.423076923,0,15.82692308,86.60897436,86.60897436,0,0,0,0.757857734,362671.0769,5.103148125,0.076321021,291157.8205,0.763819161,0.076321021,291157.8205,0.763819161,0,0,1.27E-06,0.000511989,1.27E-06,0.000511989,0,0.346153846,0.346153846,2.6875,0.172916667,-0.70703125,1.125,0.78125,-0.8671875
2021004263,Male,8,Asian/Pacific Islander,77,Economically disadvantaged,Cell phones at school,2.5,2.5,2,2.5,2.5,3,2.5,0.277777778,0.083333333,0,0.083333333,0,0,1,0.083333333,0.083333333,1.083333333,1.361111111,0,17.13888889,38.66666667,38.66666667,0,0,0,0,363481.5833,5.344098111,0.01799856,127882.75,0.515499434,0.01799856,127882.75,0.515499434,0,0,6.52E-07,0.000154488,6.52E-07,0.000154488,0,0.25,0.25,2.5,0.166666667,-0.125,0.5,0.375,-0.875
2021004361,Female,8,Hispanic/Latino,241,Economically disadvantaged,Cell phones at school,3,3,2.5,3.5,3,3,3.5,0.302083333,0.208333333,0.03125,0.177083333,0,0.03125,0.90625,0.177083333,0.208333333,1.114583333,1.416666667,7.354166667,14.88541667,267.9375,275.2916667,0.216176691,13003.29167,0.175488198,2.662037037,295350.2188,4.790767759,0.201971089,693761.3229,1.155427325,0.418147781,706764.6146,1.330915523,1.47E-06,0.000101383,3.55E-06,0.002338238,5.02E-06,0.002439621,0.114583333,0.458333333,0.572916667,2.5,0.15,-0.55,1.8,0.933333333,-0.62
2021004417,Female,8,Hispanic/Latino,97,Economically disadvantaged,Cell phones at school,2,2,2.5,3,2.5,2,2,0.194444444,0.25,0,0.25,0,0,0.944444444,0.25,0.25,1.194444444,1.388888889,0,13.25,165.8055556,165.8055556,0,0,0,2.037037037,223797.5278,4.706415053,0.221963136,436269.1667,1.546894957,0.221963136,436269.1667,1.546894957,0,0,3.76E-06,0.001261651,3.76E-06,0.001261651,0,0.75,0.75,1.75,0.091666667,-0.5625,2,0.916666667,0.25
2021005081,Male,8,Hispanic/Latino,167,Economically disadvantaged,Cell phones at school,3,3.5,3.5,3,3,3.5,3,0.253968254,0.031746032,0,0.031746032,0.015873016,0,0.952380952,0.031746032,0.031746032,0.984126984,1.238095238,0,21.07936508,43.46031746,43.46031746,0,0,0,1.01010101,435331.381,5.149035482,0.02717148,96884.31746,0.203901995,0.02717148,96884.31746,0.203901995,0,0,6.88E-07,0.000426681,6.88E-07,0.000426681,0,0.079365079,0.079365079,2.571428571,0.157142857,-0.489795918,0.285714286,0.285714286,-0.673469388
2021005308,Male,8,Hispanic/Latino,179,Not economically disadvantaged,Cell phones at school,3,3,3,3,3.5,3.5,3,0.344262295,0.049180328,0.016393443,0.032786885,0,0.016393443,0.803278689,0.049180328,0.06557377,0.868852459,1.213114754,1.868852459,16.09836066,95.80327869,97.67213115,0.087044828,5624.688525,0.090744726,0.658952105,300283.7705,4.275456727,0.015735754,147023.9016,0.315814258,0.102780582,152648.5902,0.406558985,1.43E-07,7.60E-06,2.16E-06,0.00107635,2.30E-06,0.001083948,0.081967213,0.098360656,0.180327869,2.714285714,0.171428571,-0.183673469,0.571428571,0.285714286,-0.632653061
2021005332,Male,8,Hispanic/Latino,192,Not economically disadvantaged,Cell phones at school,3,2.5,3,3,3,3,2.5,0.276315789,0.065789474,0.026315789,0.039473684,0,0.026315789,0.960526316,0.039473684,0.065789474,1.026315789,1.302631579,5.460526316,14.78947368,16.72368421,22.18421053,0.158340767,21831.40789,0.154437845,0.517961571,321791.7895,5.070082036,0.024920444,46036.14474,0.236908043,0.183261211,67867.55263,0.391345888,9.05E-07,6.71E-05,9.72E-07,9.96E-05,1.88E-06,0.000166684,0.078947368,0.118421053,0.197368421,2.5,0.15,-0.6875,0.625,0.5,-0.546875
2021005685,Male,8,Hispanic/Latino,356,Economically disadvantaged,Cell phones at school,3,3,3,3,2.5,2.5,3,0.271428571,0.1,0.007142857,0.092857143,0.007142857,0.007142857,0.985714286,0.092857143,0.1,1.085714286,1.357142857,3.564285714,17.21428571,105.4357143,109,0.002868617,15540.41429,0.045268504,1.393707483,316116.5357,5.107108867,0.612653406,235029.4929,0.588513715,0.615522023,250569.9071,0.633782219,9.86E-08,3.31E-05,1.86E-06,0.000903754,1.96E-06,0.000936859,0.014285714,0.242857143,0.257142857,2.357142857,0.135714286,-0.760204082,0.928571429,0.75,-0.647959184
2021005723,Male,8,Hispanic/Latino,176,Economically disadvantaged,Cell phones at school,3,2.5,2.5,3,3.5,3,2.5,0.202898551,0.057971014,0.014492754,0.043478261,0.028985507,0.014492754,0.942028986,0.043478261,0.057971014,1,1.202898551,1.391304348,15.34782609,72.63768116,74.02898551,0,5767.594203,0.081157156,2.799559065,377211.5942,5.034318737,0.257534438,154678.7101,0.282690698,0.257534438,160446.3043,0.363847854,2.55E-07,1.57E-05,1.14E-06,0.000752289,1.40E-06,0.000767961,0.014492754,0.101449275,0.115942029,2.142857143,0.114285714,-0.693877551,0.571428571,0.428571429,-0.632653061
2021005740,Female,8,Hispanic/Latino,144,Economically disadvantaged,Cell phones at school,3,2.5,2.5,3,2.5,3,2.5,0.290909091,0.054545455,0,0.054545455,0,0,0.927272727,0.054545455,0.054545455,0.981818182,1.272727273,0,13.21818182,25.30909091,25.30909091,0,0,0,0,236736.0182,4.707992678,0.011780876,83705.07273,0.337417812,0.011780876,83705.07273,0.337417812,0,0,4.27E-07,0.000101119,4.27E-07,0.000101119,0,0.163636364,0.163636364,2.5,0.166666667,-0.083333333,0.333333333,0.25,-0.944444444
2021005839,Female,8,Hispanic/Latino,227,Economically disadvantaged,Cell phones at school,3,2.5,3,3,2.5,2.5,3,0.139784946,0.139784946,0,0.139784946,0,0,0.956989247,0.139784946,0.139784946,1.096774194,1.23655914,0,16.10752688,152.6451613,152.6451613,0,0,0,1.342456826,237562.0108,4.955474787,0.324205429,348077.6237,0.877376072,0.324205429,348077.6237,0.877376072,0,0,2.73E-06,0.001485077,2.73E-06,0.001485077,0,0.344086022,0.344086022,1.9,0.113333333,-0.61,1.2,0.65,-0.78
2021006223,Female,8,Hispanic/Latino,407,Not economically disadvantaged,Cell phones at school,3,3,3,3,2.5,2.5,2.5,0.260273973,0.075342466,0,0.075342466,0.006849315,0,0.917808219,0.075342466,0.075342466,0.993150685,1.253424658,0,19.19178082,101.3013699,101.3013699,0,0,0,1.967787115,495654.0685,5.051496048,0.497380255,205181.4726,0.480813942,0.497380255,205181.4726,0.480813942,0,0,1.83E-06,0.001031683,1.83E-06,0.001031683,0,0.171232877,0.171232877,2.266666667,0.131111111,-0.782222222,0.666666667,0.566666667,-0.955555556
2021006355,Male,8,Hispanic/Latino,170,Economically disadvantaged,Cell phones at school,3,2.5,3.5,3,3,3.5,3,0.370967742,0.080645161,0,0.080645161,0.016129032,0,1,0.080645161,0.080645161,1.080645161,1.451612903,0,19.59677419,37.41935484,37.41935484,0,0,0,0.171455679,281113.0484,5.185484596,0.017417961,123757.5,0.49887042,0.017417961,123757.5,0.49887042,0,0,6.31E-07,0.000149504,6.31E-07,0.000149504,0,0.241935484,0.241935484,2.571428571,0.157142857,-0.489795918,0.714285714,0.714285714,-0.897959184
2081000230,Male,8,Hispanic/Latino,209,Economically disadvantaged,Community service,3,3,3.5,3.5,3,3.5,3,0.26744186,0.209302326,0,0.209302326,0.011627907,0,0.953488372,0.220930233,0.220930233,1.174418605,1.441860465,0,15.44186047,213.6976744,213.6976744,0,0,0,2.414258868,359337.9419,5.02696008,0.176201422,466398.2791,1.371110908,0.176201422,466398.2791,1.371110908,0,0,4.27E-06,0.002071215,4.27E-06,0.002071215,0,0.581395349,0.581395349,2.555555556,0.162962963,-0.49382716,2,0.833333333,-0.555555556
2081000248,Female,8,Hispanic/Latino,240,Economically disadvantaged,Community service,3.5,3.5,3.5,3.5,3,3.5,3.5,0.155339806,0.291262136,0.038834951,0.27184466,0,0.038834951,0.951456311,0.281553398,0.32038835,1.27184466,1.427184466,9.747572816,14.57281553,199.8737864,209.6213592,0.042431969,48180.00971,0.233291628,1.558056291,318600.165,4.982869889,0.133041091,641288.2136,1.74272492,0.175473061,689468.2233,1.976016548,3.05E-07,7.80E-05,3.33E-06,0.001435387,3.64E-06,0.001513381,0.097087379,0.805825243,0.902912621,2.181818182,0.118181818,-0.619834711,2.727272727,0.857575758,-0.115702479
2081000434,Male,8,Hispanic/Latino,82,Economically disadvantaged,Community service,2.5,2.5,2.5,3,2,2.5,2.5,0.277777778,0.25,0.027777778,0.222222222,0,0.027777778,0.972222222,0.222222222,0.25,1.222222222,1.5,1.5,11.41666667,187.5,189,0,3505.805556,0.141696954,4.831843337,232579.5278,4.946154618,0.268950573,426186.5278,1.356689025,0.268950573,429692.3333,1.498385978,6.61E-07,1.29E-05,7.71E-06,0.002055547,8.37E-06,0.002068421,0.083333333,0.611111111,0.694444444,2.5,0.15,-0.125,2,0.9375,0
2081000531,Female,8,Hispanic/Latino,133,Economically disadvantaged,Community service,2.5,2,3,2.5,3,2.5,2,0.066666667,0.133333333,0.022222222,0.111111111,0,0.022222222,0.755555556,0.111111111,0.133333333,0.888888889,0.955555556,7.955555556,7.444444444,94.62222222,102.5777778,0.006224712,53386.4,0.14179207,1.171717172,240716.1778,3.835952257,0.6691456,370041.4444,0.703215814,0.675370312,423427.8444,0.845007884,1.48E-07,5.49E-05,1.02E-06,0.00054929,1.17E-06,0.000604219,0.044444444,0.333333333,0.377777778,1.4,0.04,-0.32,1.2,0.6,0.04
2081000841,Female,8,Hispanic/Latino,106,Economically disadvantaged,Community service,2,2.5,2.5,2.5,2.5,3,2,0.351351351,0.243243243,0.054054054,0.189189189,0.027027027,0.054054054,0.972972973,0.189189189,0.243243243,1.216216216,1.567567568,17.48648649,14.13513514,94.05405405,111.5405405,1.912116198,67764.27027,0.320492739,3.343932167,427002.973,5.324931954,0.063031507,296436.2432,1.1719909,1.975147705,364200.5135,1.492483639,9.43E-07,0.000154488,2.01E-06,0.000492691,2.95E-06,0.000647179,0.108108108,0.567567568,0.675675676,2.75,0.207142857,0.1875,1.75,0.625,-0.0625
2081000906,Female,8,Hispanic/Latino,126,Economically disadvantaged,Community service,3,3,3,2.5,2.5,3.5,3,0.319148936,0.255319149,0,0.255319149,0,0,0.978723404,0.255319149,0.255319149,1.234042553,1.553191489,0,15.74468085,198.5531915,198.5531915,0,0,0,2.978723404,347078.9787,5.102390084,1.33705028,633089.4681,1.595105278,1.33705028,633089.4681,1.595105278,0,0,3.45E-06,0.001482426,3.45E-06,0.001482426,0,0.744680851,0.744680851,2.8,0.188571429,-0.24,2,0.7,-0.4
2081001007,Female,8,Asian/Pacific Islander,220,Economically disadvantaged,Community service,3.5,3.5,3.5,3.5,3.5,4,3.5,0.260416667,0.364583333,0.020833333,0.354166667,0,0.020833333,0.979166667,0.354166667,0.375,1.354166667,1.614583333,9.052083333,15.25,168.8854167,177.9375,0.036698284,35746.9375,0.129547884,1.5625,262973.1146,5.048778547,0.21153667,529937.9583,2.148034527,0.248234953,565684.8958,2.277582411,3.01E-07,7.89E-05,4.24E-06,0.001261651,4.54E-06,0.001340504,0.041666667,1.052083333,1.09375,2.7,0.176666667,-0.63,2.5,0.73,-0.35
2081001091,Male,8,Hispanic/Latino,56,Economically disadvantaged,Community service,2.5,2.5,2.5,2.5,2,3,2.5,0.208333333,0.291666667,0.041666667,0.25,0,0.041666667,1,0.25,0.291666667,1.291666667,1.5,20.79166667,14,85.83333333,106.625,0,90652.41667,0.264066276,0.198412698,419398.125,5.407405072,0.093802844,299375.2083,1.501166398,0.093802844,390027.625,1.765232674,5.75E-07,0.00019311,2.93E-06,0.000688758,3.50E-06,0.000881868,0.083333333,0.791666667,0.875,2.333333333,0.183333333,0.444444444,2.333333333,1,0.444444444
2081001171,Male,8,Hispanic/Latino,39,Not economically disadvantaged,Community service,2,2,2,2.5,2.5,3,2.5,0.25,0.375,0.125,0.25,0,0.125,0.75,0.25,0.375,1.125,1.375,62.375,10.25,74.5,136.875,0,271957.25,0.792198829,0,302391.25,4.002726483,0.064766839,257108,1.478608112,0.064766839,529065.25,2.270806941,1.73E-06,0.00057933,2.51E-06,0.00057933,4.23E-06,0.001158659,0.25,0.75,1,1,0,0,3,1,5
2081001872,Female,8,Hispanic/Latino,255,Economically disadvantaged,Community service,3.5,4,3.5,3.5,3.5,3,3.5,0.193548387,0.462365591,0.010752688,0.451612903,0,0.010752688,0.913978495,0.462365591,0.47311828,1.387096774,1.580645161,5.365591398,14.08602151,240.1505376,245.516129,0,23394.17204,0.068146136,1.409796894,330960.6022,4.912063385,0.167586614,688133.3226,2.809840807,0.167586614,711527.4946,2.877986943,1.48E-07,4.98E-05,5.80E-06,0.001679433,5.95E-06,0.001729267,0.021505376,1.376344086,1.397849462,2.3,0.153333333,-0.57,3.1,0.708333333,0.01
2081003107,Female,8,Hispanic/Latino,207,Economically disadvantaged,Community service,3,3,3,3,3,4,3,0.265957447,0.35106383,0.010638298,0.340425532,0,0.010638298,0.957446809,0.382978723,0.393617021,1.35106383,1.617021277,5.308510638,17.13829787,247.287234,252.5957447,0,23145.29787,0.067421177,1.20191355,383199.9362,5.162395746,0.296519473,606070.4255,2.339185444,0.296519473,629215.7234,2.406606621,1.47E-07,4.93E-05,5.39E-06,0.001820985,5.54E-06,0.001870289,0.021276596,1.106382979,1.127659574,2.5,0.165,-0.65,2.7,0.688333333,-0.53
2081003743,Male,8,Hispanic/Latino,256,Economically disadvantaged,Community service,3.5,3.5,3.5,4,3.5,3,3,0.260416667,0.114583333,0,0.114583333,0,0,0.96875,0.114583333,0.114583333,1.083333333,1.34375,0,11.3125,93.95833333,93.95833333,0,0,0,1.534090909,226045.1667,4.910656635,0.372142945,263787.1146,0.711690888,0.372142945,263787.1146,0.711690888,0,0,1.60E-06,0.000785313,1.60E-06,0.000785313,0,0.3125,0.3125,2.4,0.146666667,-0.66,1,0.666666667,-0.7
2081003972,Female,8,Hispanic/Latino,94,Economically disadvantaged,Community service,2.5,2,2,2.5,3,2.5,2.5,0.189189189,0.108108108,0,0.108108108,0,0,0.972972973,0.108108108,0.108108108,1.081081081,1.27027027,0,11.97297297,32.21621622,32.21621622,0,0,0,0,284006.027,4.974760375,0.028007282,111181.8378,0.639398103,0.028007282,111181.8378,0.639398103,0,0,1.08E-06,0.000250521,1.08E-06,0.000250521,0,0.324324324,0.324324324,2.25,0.135714286,-0.1875,1,0.5,-0.75
2081004057,Male,8,Hispanic/Latino,192,Economically disadvantaged,Community service,3,2.5,2.5,3,3.5,3.5,3,0.301369863,0.082191781,0,0.082191781,0,0,0.904109589,0.082191781,0.082191781,0.98630137,1.287671233,0,17.73972603,24.49315068,24.49315068,0,0,0,1.681195517,404314.1918,4.806013192,0.021293207,84528.65753,0.486117736,0.021293207,84528.65753,0.486117736,0,0,8.24E-07,0.000190464,8.24E-07,0.000190464,0,0.246575342,0.246575342,2.25,0.125,-0.46875,0.75,0.375,-0.90625
2081004430,Male,8,Hispanic/Latino,105,Economically disadvantaged,Community service,3,3,3,3,3,3.5,3.5,0.302325581,0.372093023,0,0.372093023,0,0,0.930232558,0.372093023,0.372093023,1.302325581,1.604651163,0,14.8372093,176.1395349,176.1395349,0,0,0,0.775193798,329613.814,4.914326477,0.120149016,523869.8605,2.249630768,0.120149016,523869.8605,2.249630768,0,0,4.07E-06,0.0013365,4.07E-06,0.0013365,0,1.093023256,1.093023256,2.4,0.186666667,-0.52,2.4,0.786666667,-0.32
2081005037,Female,8,Hispanic/Latino,39,Economically disadvantaged,Community service,1.5,1.5,1.5,2,1.5,2,1.5,0.210526316,0.105263158,0,0.105263158,0.052631579,0,1.052631579,0.105263158,0.105263158,1.157894737,1.368421053,0,22.57894737,54.94736842,54.94736842,0,0,0,0.559486953,263718.3158,5.532195211,0.050005271,167483.2105,0.652781149,0.050005271,167483.2105,0.652781149,0,0,1.34E-06,0.000333369,1.34E-06,0.000333369,0,0.315789474,0.315789474,2,0.105555556,0,1,1,0.5
2081005436,Male,8,Hispanic/Latino,84,Economically disadvantaged,Community service,2.5,2.5,2.5,3,3,3.5,2.5,0.2,0.371428571,0.057142857,0.314285714,0,0.057142857,1,0.314285714,0.371428571,1.371428571,1.571428571,28.51428571,11.17142857,175.2571429,203.7714286,0,124323.3143,0.362148036,1.904761905,245247.2571,5.224641931,0.113079992,507926,1.925790461,0.113079992,632249.3143,2.287938497,7.89E-07,0.000264836,3.22E-06,0.001222661,4.01E-06,0.001487497,0.114285714,0.914285714,1.028571429,2,0.1,-0.25,2.25,0.708333333,0.0625
